GlobalID,CreationDate,Rank the strategies you would like to see implemented for enhancing roadway safety.,,,,,,,,,,,
11c98ed5-8e6a-461b-8193-5b857059fb5f,11/15/2024 21:43,"enforcement_response,roadway_facilities,multimodal_access,lower_speeds,awareness_education,equitable_access",,,,,,,,,,,
45bef2d2-6a6b-4507-89bc-8bf1d2f8bd9c,11/15/2024 21:58,"roadway_facilities,lower_speeds,enforcement_response,awareness_education,equitable_access,multimodal_access",,,,,,,,,,,
15c6efba-1161-4f21-89aa-04ba361d3cfd,11/16/2024 0:54,"equitable_access,awareness_education,roadway_facilities,multimodal_access,enforcement_response,lower_speeds",,,,,,,,,,,
8426bec8-a39e-45b4-8c6d-a97730acf88a,11/16/2024 1:05,"lower_speeds,multimodal_access,roadway_facilities,equitable_access,enforcement_response,awareness_education",,,,,,,,,,,
9d1f0bcb-1675-4919-80a0-db93c8083f1d,11/16/2024 4:37,"roadway_facilities,lower_speeds,multimodal_access,enforcement_response,equitable_access,awareness_education",,,,,,,,,,,
3688839f-9ca8-4899-857c-7e22c53b996b,11/16/2024 14:29,"enforcement_response,roadway_facilities,lower_speeds,multimodal_access,awareness_education,equitable_access",,,,,,,,,,,
20eccab2-c8be-435b-837d-240295f17103,11/16/2024 16:30,"lower_speeds,roadway_facilities,multimodal_access,equitable_access,awareness_education,enforcement_response",,,,,,,,,,,
963a08e6-ba08-4f0c-8fc5-db879c3ca193,11/16/2024 18:34,"roadway_facilities,multimodal_access,lower_speeds,equitable_access,awareness_education,enforcement_response",,,,,,,,,,,
f8e30436-4aff-4f6a-80a9-0025fa6bd220,11/16/2024 19:12,"multimodal_access,roadway_facilities,lower_speeds,enforcement_response,equitable_access,awareness_education",,,,,,,,,,,
0f40fe19-5585-4e20-809f-73d30df3ad9b,11/16/2024 19:51,"awareness_education,roadway_facilities,multimodal_access,equitable_access,enforcement_response,lower_speeds",,,,,,,,,,,
bbc4a114-5def-4bff-8592-01e19754aefb,11/17/2024 19:22,"roadway_facilities,equitable_access,multimodal_access,enforcement_response,awareness_education,lower_speeds",,,,,,,,,,,
f851b088-4d3e-43eb-85fd-d8415bee9906,11/17/2024 19:55,"lower_speeds,equitable_access,multimodal_access,roadway_facilities,enforcement_response,awareness_education",,,,,,,,,,,
0916a509-85ea-4163-87ee-567648d434f5,11/18/2024 3:55,"roadway_facilities,lower_speeds,multimodal_access,enforcement_response,awareness_education,equitable_access",,,,,,,,,,,
ac0b4a4f-63db-43db-87c3-f260dde9a95e,11/18/2024 13:29,"lower_speeds,roadway_facilities,enforcement_response,equitable_access,multimodal_access,awareness_education",,,,,,,,,,,
2e3c6898-ba81-4d43-88e2-a9b849519176,11/18/2024 16:21,"lower_speeds,enforcement_response,multimodal_access,equitable_access,roadway_facilities,awareness_education",,,,,,,,,,,
124d155e-19c7-4e4a-853a-4c24816f6883,11/18/2024 18:28,"awareness_education,roadway_facilities,enforcement_response,lower_speeds,multimodal_access,equitable_access",,,,,,,,,,,
0a24f400-3081-42a5-8645-a7793cad7714,11/18/2024 19:30,"multimodal_access,lower_speeds,roadway_facilities,enforcement_response,awareness_education,equitable_access",,,,,,,,,,,
53c3a672-b77f-47af-8c4b-55ccbeb828e2,11/18/2024 21:35,"multimodal_access,equitable_access,roadway_facilities,lower_speeds,enforcement_response,awareness_education",,,,,,,,,,,
08047748-3fc5-4eea-828d-538a3f8ff132,11/18/2024 21:47,"multimodal_access,lower_speeds,roadway_facilities,equitable_access,enforcement_response,awareness_education",,,,,,,,,,,
b0b344cb-e728-4aed-8e93-66728cd4560a,11/18/2024 21:58,"multimodal_access,roadway_facilities,equitable_access,lower_speeds,awareness_education,enforcement_response",,,,,,,,,,,
f16992b9-b831-4342-8942-6885c9c47b1f,11/19/2024 1:11,"multimodal_access,lower_speeds,equitable_access,roadway_facilities,awareness_education,enforcement_response",,,,,,,,,,,
6627e522-50cd-4767-87be-78e2391f987a,11/19/2024 11:42,"enforcement_response,multimodal_access,awareness_education,roadway_facilities,lower_speeds,equitable_access",,,,,,,,,,,
69aaabf9-a482-40f0-85dd-b3d1a9259650,11/19/2024 12:17,"lower_speeds,roadway_facilities,enforcement_response,awareness_education,multimodal_access,equitable_access",,,,,,,,,,,
b58f6af4-4ab5-4069-8b35-aceb77bf23ec,11/19/2024 14:41,"multimodal_access,roadway_facilities,equitable_access,lower_speeds,awareness_education,enforcement_response",,,,,,,,,,,
238275e0-d6cd-4c69-83f4-960d46fc9ec7,11/19/2024 14:55,"lower_speeds,enforcement_response,equitable_access,roadway_facilities,multimodal_access,awareness_education",,,,,,,,,,,
f008a8f0-afc0-4ad0-8215-c0db1bec6f0c,11/19/2024 16:15,"roadway_facilities,equitable_access,awareness_education,multimodal_access,enforcement_response,lower_speeds",,,,,,,,,,,
087790aa-3109-460f-880a-1ac544af5ca8,11/19/2024 18:26,"multimodal_access,roadway_facilities,lower_speeds,equitable_access,enforcement_response,awareness_education",,,,,,,,,,,
b81b3dc0-dbfe-44bc-8951-caf5bb1ab2f3,11/19/2024 19:50,"equitable_access,enforcement_response,multimodal_access,awareness_education,roadway_facilities,lower_speeds",,,,,,,,,,,
881844bd-dc2c-4083-854a-629f9ad7c56b,11/19/2024 20:00,"lower_speeds,equitable_access,multimodal_access,roadway_facilities,enforcement_response,awareness_education",,,,,,,,,,,
be04401c-3be7-4b46-8b66-7462ea818eed,11/19/2024 20:03,"equitable_access,multimodal_access,enforcement_response,roadway_facilities,lower_speeds,awareness_education",,,,,,,,,,,
350814eb-cd46-4a24-8a79-b55451253c86,11/19/2024 20:09,"lower_speeds,multimodal_access,equitable_access,roadway_facilities,awareness_education,enforcement_response",,,,,,,,,,,
b1a14f00-6f9a-4c02-8c80-d4d6ccdcd551,11/19/2024 20:12,"roadway_facilities,equitable_access,multimodal_access,lower_speeds,awareness_education,enforcement_response",,,,,,,,,,,
d6a96b2d-79d3-479e-8b66-b0f807ec3dd7,11/19/2024 20:18,"equitable_access,roadway_facilities,multimodal_access,lower_speeds,enforcement_response,awareness_education",,,,,,,,,,,
6b1bb1ef-f06b-42c3-8040-bc0c1eb3d7ec,11/19/2024 20:20,"roadway_facilities,lower_speeds,multimodal_access,enforcement_response,equitable_access,awareness_education",,,,,,,,,,,
0728b6f5-020a-4806-84b6-03101d7977fb,11/19/2024 20:22,"multimodal_access,roadway_facilities,equitable_access,awareness_education,enforcement_response,lower_speeds",,,,,,,,,,,
a0949d25-79d3-4842-8527-a93891980d5a,11/19/2024 20:38,"lower_speeds,roadway_facilities,multimodal_access,equitable_access,enforcement_response,awareness_education",,,,,,,,,,,
2419d090-f9c7-4268-8055-f93b37cf0b1c,11/19/2024 20:54,"roadway_facilities,enforcement_response,awareness_education,lower_speeds,equitable_access,multimodal_access",,,,,,,,,,,
57e847e6-edbb-4a78-804f-4fb481d57618,11/19/2024 21:03,"multimodal_access,equitable_access,roadway_facilities,lower_speeds,awareness_education,enforcement_response",,,,,,,,,,,
99afad31-aefa-4be2-8eab-f133f5fff5eb,11/19/2024 21:31,"multimodal_access,equitable_access,roadway_facilities,lower_speeds,enforcement_response,awareness_education",,,,,,,,,,,
940f4350-158c-49d2-87d5-f541b1b3169f,11/19/2024 22:02,"awareness_education,enforcement_response,multimodal_access,lower_speeds,roadway_facilities,equitable_access",,,,,,,,,,,
bf3d6050-b687-4b45-8e0a-d3e3beb94b52,11/19/2024 22:17,"lower_speeds,roadway_facilities,awareness_education,enforcement_response,equitable_access,multimodal_access",,,,,,,,,,,
378ff25e-92ce-4b12-8a69-78fe05bd089a,11/19/2024 22:17,"awareness_education,enforcement_response,equitable_access,multimodal_access,roadway_facilities,lower_speeds",,,,,,,,,,,
8e2bc162-53ff-4f85-84e2-9f8790e5b185,11/19/2024 23:45,"lower_speeds,enforcement_response,awareness_education,roadway_facilities,multimodal_access,equitable_access",,,,,,,,,,,
fd01a11a-28b9-417f-87f6-18e401dda91d,11/20/2024 1:27,"enforcement_response,lower_speeds,multimodal_access,equitable_access,roadway_facilities,awareness_education",,,,,,,,,,,
81456340-e686-413a-8a84-40db75b9f466,11/20/2024 3:57,"roadway_facilities,multimodal_access,awareness_education,lower_speeds,enforcement_response,equitable_access",,,,,,,,,,,
876f3ed5-1a26-4f96-83c9-563ee7eefa2b,11/20/2024 4:25,"lower_speeds,roadway_facilities,equitable_access,multimodal_access,awareness_education,enforcement_response",,,,,,,,,,,
c84c055c-fb61-472c-841d-c5fa6230b86e,11/20/2024 9:24,"equitable_access,awareness_education,enforcement_response,lower_speeds,multimodal_access,roadway_facilities",,,,,,,,,,,
aae6ade1-1d9b-47e7-8ac9-d95bcdfb2595,11/20/2024 13:08,"enforcement_response,awareness_education,roadway_facilities,lower_speeds,equitable_access,multimodal_access",,,,,,,,,,,
966f985e-c4a4-4fd5-8df5-369f6615a5e4,11/20/2024 14:17,"multimodal_access,roadway_facilities,equitable_access,awareness_education,enforcement_response,lower_speeds",,,,,,,,,,,
87885c13-c9c9-4ad2-8c51-3efbaa7eda2c,11/20/2024 15:41,"equitable_access,multimodal_access,lower_speeds,roadway_facilities,enforcement_response,awareness_education",,,,,,,,,,,
152985b8-0e4f-4f6a-8ef4-56fe20e4bc3c,11/20/2024 19:27,"roadway_facilities,lower_speeds,enforcement_response,equitable_access,multimodal_access,awareness_education",,,,,,,,,,,
0fa91086-4e62-402a-8a95-f1362ff55576,11/20/2024 22:39,"multimodal_access,equitable_access,awareness_education,enforcement_response,roadway_facilities,lower_speeds",,,,,,,,,,,
f8b4e18c-4b36-4403-82ad-582ed697ad70,11/21/2024 0:49,"roadway_facilities,equitable_access,enforcement_response,lower_speeds,multimodal_access,awareness_education",,,,,,,,,,,
f43959ab-c37b-4468-8387-b6bf95c12c80,11/21/2024 16:38,"roadway_facilities,lower_speeds,multimodal_access,awareness_education,equitable_access,enforcement_response",,,,,,,,,,,
5886b908-845f-420c-8fdd-0cd2e7fffcc4,11/21/2024 18:35,"multimodal_access,roadway_facilities,lower_speeds,equitable_access,awareness_education,enforcement_response",,,,,,,,,,,
e7ef90ca-bba6-4d6d-82f2-e31db32433b4,11/21/2024 18:39,"multimodal_access,roadway_facilities,equitable_access,lower_speeds,enforcement_response,awareness_education",,,,,,,,,,,
9fbe5909-b35b-4723-81bd-48e36ebebcb2,11/21/2024 22:56,"roadway_facilities,multimodal_access,lower_speeds,equitable_access,awareness_education,enforcement_response",,,,,,,,,,,
db3f7641-bb30-49a5-803d-b35eaf6338f2,11/21/2024 23:29,"lower_speeds,enforcement_response,roadway_facilities,multimodal_access,equitable_access,awareness_education",,,,,,,,,,,
d1b2f58d-c99f-4f3d-81fe-39ddd9c4a51c,11/22/2024 15:40,"equitable_access,multimodal_access,roadway_facilities,enforcement_response,lower_speeds,awareness_education",,,,,,,,,,,
c117331d-35f7-4368-8174-c7eb90417349,11/22/2024 16:13,"multimodal_access,equitable_access,awareness_education,lower_speeds,roadway_facilities,enforcement_response",,,,,,,,,,,
20984f01-a02f-416a-8c9e-e2987ea40a24,11/22/2024 16:38,"roadway_facilities,equitable_access,multimodal_access,enforcement_response,lower_speeds,awareness_education",,,,,,,,,,,
653d5718-5f6b-45ae-8ff3-7ab0593d2d60,11/22/2024 16:41,"enforcement_response,roadway_facilities,equitable_access,awareness_education,multimodal_access,lower_speeds",,,,,,,,,,,
db1513fb-f30e-4ca7-8845-be6720cf2180,11/22/2024 17:10,"awareness_education,equitable_access,roadway_facilities,lower_speeds,enforcement_response,multimodal_access",,,,,,,,,,,
e463a7ea-2cb6-413d-8253-50a37941e172,11/22/2024 17:10,"awareness_education,equitable_access,roadway_facilities,lower_speeds,enforcement_response,multimodal_access",,,,,,,,,,,
c1c8e4c8-8131-4b2d-833e-6ba735b26e4f,11/22/2024 18:31,"equitable_access,roadway_facilities,multimodal_access,lower_speeds,enforcement_response,awareness_education",,,,,,,,,,,
746307b0-8578-4a30-8841-c3ebba352105,11/22/2024 19:10,"awareness_education,lower_speeds,roadway_facilities,enforcement_response,multimodal_access,equitable_access",,,,,,,,,,,
6c19207d-a157-4af2-8520-437be80c6af6,11/22/2024 19:44,"multimodal_access,roadway_facilities,equitable_access,lower_speeds,awareness_education,enforcement_response",,,,,,,,,,,
a2454875-9f73-4d35-8a78-a8aed80b465a,11/22/2024 19:49,"roadway_facilities,equitable_access,multimodal_access,lower_speeds,awareness_education,enforcement_response",,,,,,,,,,,
51bab92e-801c-4104-88ef-1d72ad0d748b,11/22/2024 20:25,"roadway_facilities,equitable_access,awareness_education,multimodal_access,enforcement_response,lower_speeds",,,,,,,,,,,
a99c911a-b486-4e95-87fb-3b22ed1b036b,11/22/2024 20:39,"multimodal_access,equitable_access,roadway_facilities,lower_speeds,awareness_education,enforcement_response",,,,,,,,,,,
d69e52ca-0d79-409d-8c75-ee8fcb422cb4,11/22/2024 20:41,"roadway_facilities,equitable_access,multimodal_access,enforcement_response,awareness_education,lower_speeds",,,,,,,,,,,
04675ae5-7eaf-4bb4-81f9-d376feb03283,11/22/2024 21:02,"awareness_education,lower_speeds,equitable_access,enforcement_response,multimodal_access,roadway_facilities",,,,,,,,,,,
aff0a497-b00f-4cf6-839a-0a808081c0d6,11/22/2024 23:53,"roadway_facilities,multimodal_access,lower_speeds,equitable_access,enforcement_response,awareness_education",,,,,,,,,,,
2e148aef-39a6-4c9a-8399-244bcccb21c9,11/23/2024 0:00,"equitable_access,multimodal_access,roadway_facilities,awareness_education,enforcement_response,lower_speeds",,,,,,,,,,,
4505b5b1-68d2-42b3-818f-b918c1d55411,11/23/2024 0:35,"roadway_facilities,equitable_access,lower_speeds,multimodal_access,enforcement_response,awareness_education",,,,,,,,,,,
c127d98c-8841-49c5-8c4b-31aaf722afc6,11/23/2024 1:48,"multimodal_access,equitable_access,lower_speeds,roadway_facilities,enforcement_response,awareness_education",,,,,,,,,,,
0903070b-c215-47a9-842d-6654bf6791d8,11/23/2024 3:03,"enforcement_response,roadway_facilities,lower_speeds,equitable_access,multimodal_access,awareness_education",,,,,,,,,,,
11946ea2-025a-4925-8073-18c4576ed75f,11/23/2024 3:45,"lower_speeds,awareness_education,enforcement_response,roadway_facilities,multimodal_access,equitable_access",,,,,,,,,,,
3d1519e1-4085-4cbc-8260-a1ffd5988c2e,11/23/2024 3:53,"roadway_facilities,enforcement_response,lower_speeds,multimodal_access,equitable_access,awareness_education",,,,,,,,,,,
b53dd408-d51f-4efa-8eec-ca63358c0ebb,11/23/2024 4:18,"roadway_facilities,enforcement_response,multimodal_access,equitable_access,lower_speeds,awareness_education",,,,,,,,,,,
a859d2e2-d1f1-498c-8703-42a216133ef6,11/23/2024 4:19,"equitable_access,roadway_facilities,multimodal_access,awareness_education,lower_speeds,enforcement_response",,,,,,,,,,,
d8e270a0-6039-4acf-86d9-94dc3d5905fb,11/23/2024 4:32,"lower_speeds,roadway_facilities,multimodal_access,equitable_access,enforcement_response,awareness_education",,,,,,,,,,,
55c165f4-01e6-42f3-8f86-d39dc9fe3f58,11/23/2024 5:08,"multimodal_access,equitable_access,roadway_facilities,enforcement_response,awareness_education,lower_speeds",,,,,,,,,,,
b232a024-68d8-4588-88de-a0a604150756,11/23/2024 8:28,"roadway_facilities,lower_speeds,equitable_access,multimodal_access,awareness_education,enforcement_response",,,,,,,,,,,
6bcd23cc-da48-4f64-8820-cbd3df0774ba,11/23/2024 12:54,"awareness_education,roadway_facilities,equitable_access,lower_speeds,multimodal_access,enforcement_response",,,,,,,,,,,
e593b0af-4c10-49ba-8ef7-0438e541068c,11/23/2024 13:03,"multimodal_access,equitable_access,lower_speeds,roadway_facilities,enforcement_response,awareness_education",,,,,,,,,,,
01d6de52-4f0c-4052-8548-9fbdfceafbfd,11/23/2024 13:52,"multimodal_access,equitable_access,roadway_facilities,lower_speeds,awareness_education,enforcement_response",,,,,,,,,,,
f592f27e-6084-458b-89fe-fe49ea3c1c35,11/23/2024 15:03,"equitable_access,roadway_facilities,enforcement_response,lower_speeds,multimodal_access,awareness_education",,,,,,,,,,,
6b8fee48-4b9a-425e-8620-e7aa69e2425c,11/23/2024 15:58,"enforcement_response,roadway_facilities,awareness_education,lower_speeds,multimodal_access,equitable_access",,,,,,,,,,,
4fde6204-b853-4060-8002-6c364122e9ec,11/23/2024 16:54,"roadway_facilities,multimodal_access,enforcement_response,equitable_access,lower_speeds,awareness_education",,,,,,,,,,,
ab8ced40-3355-414d-8375-b677c5615caa,11/23/2024 17:02,"multimodal_access,roadway_facilities,enforcement_response,awareness_education,equitable_access,lower_speeds",,,,,,,,,,,
2c0140e8-7a11-4e03-8b2e-c17aa6a2c66f,11/23/2024 19:48,"equitable_access,enforcement_response,lower_speeds,multimodal_access,awareness_education,roadway_facilities",,,,,,,,,,,
